CVTA_ID,SampleDateTime,ForkLength,LAD_Race,Genetic_Assignment,Prob_Assignment,Spring_Pop_Assignment,Facility,Date_Assigned
C250344CVP,2025-04-04T04:00:00Z,83,Spring,Fall,0.478,NA,CVP,2025-04-14
C250345CVP,2025-04-04T14:00:00Z,91,Spring,Fall,0.961,NA,CVP,2025-04-14
C250346CVP,2025-04-05T02:00:00Z,89,Spring,Spring,0.598,Feather River,CVP,2025-04-14
C250348CVP,2025-04-05T04:00:00Z,66,Fall,Fall,0.922,NA,CVP,2025-04-14
C250347CVP,2025-04-05T04:00:00Z,86,Spring,Fall,0.69,NA,CVP,2025-04-14
C250349CVP,2025-04-05T22:00:00Z,84,Spring,Fall,0.97,NA,CVP,2025-04-14
C250350CVP,2025-04-05T22:00:00Z,76,Spring,Fall,0.48,NA,CVP,2025-04-14
C250351CVP,2025-04-05T23:59:00Z,69,Fall,Fall,0.94,NA,CVP,2025-04-14
C250352CVP,2025-04-05T23:59:00Z,82,Spring,Fall,0.8,NA,CVP,2025-04-14
C250353CVP,2025-04-06T02:00:00Z,78,Spring,Fall,0.941,NA,CVP,2025-04-14
C250354CVP,2025-04-06T06:00:00Z,96,Spring,Spring,0.785,Feather River,CVP,2025-04-14
C250356CVP,2025-04-06T14:00:00Z,74,Fall,Fall,0.971,NA,CVP,2025-04-14
C250355CVP,2025-04-06T14:00:00Z,88,Spring,Fall,0.915,NA,CVP,2025-04-14
C250357CVP,2025-04-06T22:00:00Z,49,Fall,Fall,0.992,NA,CVP,2025-04-14
C250358CVP,2025-04-06T23:59:00Z,74,Fall,Fall,0.789,NA,CVP,2025-04-14
C250359CVP,2025-04-07T02:00:00Z,71,Fall,Fall,0.985,NA,CVP,2025-04-14
C250360CVP,2025-04-07T02:00:00Z,77,Spring,Fall,0.593,NA,CVP,2025-04-14
C250361CVP,2025-04-07T04:00:00Z,88,Spring,Fall,0.94,NA,CVP,2025-04-14
C250362CVP,2025-04-07T04:00:00Z,86,Spring,Fall,0.757,NA,CVP,2025-04-14
C250363CVP,2025-04-07T06:00:00Z,210,Winter,Fall,1,NA,CVP,2025-04-08
C250366CVP,2025-04-07T06:00:00Z,87,Spring,Spring,0.957,Feather River,CVP,2025-04-14
C250364CVP,2025-04-07T06:00:00Z,74,Fall,Fall,0.853,NA,CVP,2025-04-14
C250367CVP,2025-04-07T06:00:00Z,97,Spring,Fall,0.849,NA,CVP,2025-04-14
C250365CVP,2025-04-07T06:00:00Z,84,Spring,Fall,0.83,NA,CVP,2025-04-14
C250368CVP,2025-04-07T12:00:00Z,114,Spring,Fall,0.991,NA,CVP,2025-04-24
C250369CVP,2025-04-07T22:00:00Z,73,Fall,Fall,0.798,NA,CVP,2025-04-24
C250370CVP,2025-04-08T10:00:00Z,85,Spring,Fall,0.628,NA,CVP,2025-04-24
C250372CVP,2025-04-08T16:00:00Z,86,Spring,Fall,0.813,NA,CVP,2025-04-24
C250374CVP,2025-04-08T23:59:00Z,98,Spring,Spring,0.633,Feather River,CVP,2025-04-24
C250375CVP,2025-04-09T02:00:00Z,57,Fall,Fall,0.897,NA,CVP,2025-04-24
C250376CVP,2025-04-09T02:00:00Z,72,Fall,Fall,0.824,NA,CVP,2025-04-24
C250378CVP,2025-04-09T04:00:00Z,65,Fall,Fall,0.991,NA,CVP,2025-04-24
C250377CVP,2025-04-09T04:00:00Z,85,Spring,Fall,0.71,NA,CVP,2025-04-24
C250379CVP,2025-04-09T04:00:00Z,93,Spring,Fall,0.388,NA,CVP,2025-04-24
C250380CVP,2025-04-09T14:00:00Z,82,Spring,Spring,0.97,Feather River,CVP,2025-04-24
C250381CVP,2025-04-09T22:00:00Z,101,Spring,Fall,0.618,NA,CVP,2025-04-24
C250382CVP,2025-04-10T04:00:00Z,83,Spring,Fall,0.942,NA,CVP,2025-04-24
C250383CVP,2025-04-10T04:00:00Z,87,Spring,Fall,0.941,NA,CVP,2025-04-24
C250384CVP,2025-04-10T04:00:00Z,92,Spring,Spring,0.887,Feather River,CVP,2025-04-24
C250387CVP,2025-04-11T04:00:00Z,72,Fall,Fall,0.973,NA,CVP,2025-04-24
C250386CVP,2025-04-11T04:00:00Z,77,Fall,Fall,0.474,NA,CVP,2025-04-24
C250388CVP,2025-04-11T06:00:00Z,87,Spring,Fall,0.537,NA,CVP,2025-04-24
C250389CVP,2025-04-11T14:00:00Z,72,Fall,Fall,0.611,NA,CVP,2025-04-24
C250390CVP,2025-04-12T04:00:00Z,84,Spring,Fall,0.753,NA,CVP,2025-04-24
C250391CVP,2025-04-12T14:00:00Z,87,Spring,Spring,0.912,Feather River,CVP,2025-04-24
C250392CVP,2025-04-12T16:00:00Z,96,Spring,Fall,0.593,NA,CVP,2025-04-24
C250393CVP,2025-04-13T02:00:00Z,85,Spring,Fall,0.67,NA,CVP,2025-04-24
C250394CVP,2025-04-13T04:00:00Z,93,Spring,Fall,0.789,NA,CVP,2025-04-24
C250395CVP,2025-04-13T04:00:00Z,75,Fall,Fall,0.578,NA,CVP,2025-04-24
C250396CVP,2025-04-13T04:00:00Z,83,Spring,Fall,0.549,NA,CVP,2025-04-24
C250397CVP,2025-04-13T14:00:00Z,72,Fall,Fall,0.824,NA,CVP,2025-04-24
C250398CVP,2025-04-13T20:00:00Z,77,Fall,Fall,0.722,NA,CVP,2025-04-24
C250399CVP,2025-04-13T22:00:00Z,80,Spring,Fall,0.847,NA,CVP,2025-04-24
C250400CVP,2025-04-13T22:00:00Z,84,Spring,Fall,0.79,NA,CVP,2025-04-24
C250401CVP,2025-04-14T12:00:00Z,81,Spring,Fall,0.886,NA,CVP,2025-04-24
C250402CVP,2025-04-14T12:00:00Z,90,Spring,Fall,0.676,NA,CVP,2025-04-24
C250403CVP,2025-04-14T18:00:00Z,80,Spring,Fall,0.98,NA,CVP,2025-04-24
C250405CVP,2025-04-14T22:00:00Z,90,Spring,Fall,0.995,NA,CVP,2025-04-24
C250404CVP,2025-04-14T22:00:00Z,66,Fall,Fall,0.939,NA,CVP,2025-04-24
C250406CVP,2025-04-14T23:59:00Z,81,Spring,Fall,0.47,NA,CVP,2025-04-24
C250408CVP,2025-04-15T04:00:00Z,80,Spring,Fall,0.979,NA,CVP,2025-04-24
C250407CVP,2025-04-15T04:00:00Z,73,Fall,Fall,0.968,NA,CVP,2025-04-24
C250410CVP,2025-04-15T04:00:00Z,71,Fall,Fall,0.812,NA,CVP,2025-04-24
C250409CVP,2025-04-15T04:00:00Z,75,Fall,Fall,0.807,NA,CVP,2025-04-24
C250411CVP,2025-04-15T04:00:00Z,70,Fall,Fall,0.764,NA,CVP,2025-04-24
C250413CVP,2025-04-15T18:00:00Z,76,Fall,Fall,0.813,NA,CVP,2025-04-28
C250414CVP,2025-04-15T18:00:00Z,78,Fall,Fall,0.608,NA,CVP,2025-04-28
C250412CVP,2025-04-15T18:00:00Z,85,Spring,Fall,0.348,NA,CVP,2025-04-28
C250415CVP,2025-04-15T20:00:00Z,92,Spring,Fall,0.95,NA,CVP,2025-04-28
C250417CVP,2025-04-15T20:00:00Z,76,Fall,Fall,0.92,NA,CVP,2025-04-28
C250416CVP,2025-04-15T20:00:00Z,80,Spring,Fall,0.481,NA,CVP,2025-04-28
C250419CVP,2025-04-15T22:00:00Z,62,Fall,Fall,0.679,NA,CVP,2025-04-28
C250418CVP,2025-04-15T22:00:00Z,79,Fall,Fall,0.658,NA,CVP,2025-04-28
C250420CVP,2025-04-15T23:59:00Z,85,Spring,Fall,0.546,NA,CVP,2025-04-28
C250421CVP,2025-04-16T06:00:00Z,85,Spring,Fall,0.988,NA,CVP,2025-04-28
C250422CVP,2025-04-16T20:00:00Z,83,Spring,Fall,0.74,NA,CVP,2025-04-28
C250425CVP,2025-04-16T20:00:00Z,82,Spring,Fall,0.5,NA,CVP,2025-04-28
C250423CVP,2025-04-16T20:00:00Z,77,Fall,Fall,0.474,NA,CVP,2025-04-28
C250424CVP,2025-04-16T20:00:00Z,82,Spring,Fall,0.445,NA,CVP,2025-04-28
C250428CVP,2025-04-16T22:00:00Z,81,Spring,Fall,0.992,NA,CVP,2025-04-28
C250426CVP,2025-04-16T22:00:00Z,83,Spring,Fall,0.812,NA,CVP,2025-04-28
C250427CVP,2025-04-16T22:00:00Z,83,Spring,Fall,0.81,NA,CVP,2025-04-28
C250429CVP,2025-04-17T04:00:00Z,89,Spring,Fall,0.641,NA,CVP,2025-04-28
C250430CVP,2025-04-17T04:00:00Z,90,Spring,Spring,0.414,Feather River,CVP,2025-04-28
C250431CVP,2025-04-17T06:00:00Z,70,Fall,Fall,0.965,NA,CVP,2025-04-28
C250432CVP,2025-04-17T16:00:00Z,79,Fall,Fall,0.914,NA,CVP,2025-04-28
C250433CVP,2025-04-17T16:00:00Z,84,Spring,Fall,0.65,NA,CVP,2025-04-28
C250434CVP,2025-04-17T22:00:00Z,78,Fall,Fall,0.948,NA,CVP,2025-04-28
C250435CVP,2025-04-18T22:00:00Z,93,Spring,Fall,0.991,NA,CVP,2025-04-28
C250436CVP,2025-04-19T02:00:00Z,76,Fall,Fall,0.996,NA,CVP,2025-04-28
C250437CVP,2025-04-19T12:00:00Z,81,Fall,Fall,0.921,NA,CVP,2025-04-28
C250438CVP,2025-04-20T04:00:00Z,100,Spring,Fall,0.565,NA,CVP,2025-04-28
C250443CVP,2025-04-20T23:59:00Z,83,Spring,Fall,1,NA,CVP,2025-04-28
C250440CVP,2025-04-20T23:59:00Z,81,Fall,Fall,0.987,NA,CVP,2025-04-28
C250441CVP,2025-04-20T23:59:00Z,78,Fall,Fall,0.964,NA,CVP,2025-04-28
C250444CVP,2025-04-20T23:59:00Z,89,Spring,Fall,0.953,NA,CVP,2025-04-28
C250442CVP,2025-04-20T23:59:00Z,85,Spring,Fall,0.926,NA,CVP,2025-04-28
C250439CVP,2025-04-20T23:59:00Z,79,Fall,Fall,0.822,NA,CVP,2025-04-28
C250445CVP,2025-04-21T22:00:00Z,86,Spring,Fall,0.46,NA,CVP,2025-05-07
C250446CVP,2025-04-22T02:00:00Z,71,Fall,Fall,0.931,NA,CVP,2025-05-07
C250447CVP,2025-04-22T02:00:00Z,81,Fall,Fall,0.603,NA,CVP,2025-05-07
C250448CVP,2025-04-22T02:00:00Z,84,Spring,Fall,0.544,NA,CVP,2025-05-07
C250452CVP,2025-04-22T04:00:00Z,84,Spring,Fall,0.876,NA,CVP,2025-05-07
C250450CVP,2025-04-22T04:00:00Z,82,Fall,Fall,0.862,NA,CVP,2025-05-07
C250449CVP,2025-04-22T04:00:00Z,77,Fall,Fall,0.629,NA,CVP,2025-05-07
C250451CVP,2025-04-22T04:00:00Z,80,Fall,Fall,0.447,NA,CVP,2025-05-07
C250453CVP,2025-04-22T06:00:00Z,71,Fall,Fall,0.824,NA,CVP,2025-05-07
C250454CVP,2025-04-22T22:00:00Z,76,Fall,Fall,0.739,NA,CVP,2025-05-07
C250455CVP,2025-04-22T22:00:00Z,84,Spring,Fall,0.526,NA,CVP,2025-05-07
C250456CVP,2025-04-22T23:59:00Z,85,Spring,Fall,0.552,NA,CVP,2025-05-07
C250457CVP,2025-04-23T02:00:00Z,84,Fall,Fall,1,NA,CVP,2025-05-07
C250458CVP,2025-04-23T02:00:00Z,80,Fall,Fall,0.932,NA,CVP,2025-05-07
C250460CVP,2025-04-23T04:00:00Z,82,Fall,Fall,0.778,NA,CVP,2025-05-07
C250459CVP,2025-04-23T04:00:00Z,93,Spring,Fall,0.662,NA,CVP,2025-05-07
C250461CVP,2025-04-23T10:00:00Z,80,Fall,Fall,0.985,NA,CVP,2025-05-07
C250462CVP,2025-04-23T16:00:00Z,73,Fall,Fall,0.702,NA,CVP,2025-05-07
C250463CVP,2025-04-23T23:59:00Z,85,Spring,Fall,0.912,NA,CVP,2025-05-07
C250464CVP,2025-04-24T22:00:00Z,100,Spring,Spring,0.994,Feather River,CVP,2025-05-07
C250465CVP,2025-04-24T23:59:00Z,76,Fall,Fall,0.717,NA,CVP,2025-05-07
C250466CVP,2025-04-25T02:00:00Z,86,Spring,Fall,0.957,NA,CVP,2025-05-07
C250467CVP,2025-04-25T04:00:00Z,71,Fall,Fall,0.856,NA,CVP,2025-05-07
C250468CVP,2025-04-25T04:00:00Z,90,Spring,Fall,0.383,NA,CVP,2025-05-07
C250469CVP,2025-04-25T06:00:00Z,94,Spring,Fall,0.83,NA,CVP,2025-05-07
C250470CVPa,2025-04-25T08:00:00Z,84,Fall,Fall,0.653,NA,CVP,2025-05-07
C250471CVP,2025-04-25T10:00:00Z,86,Spring,Fall,0.939,NA,CVP,2025-05-07
C250474CVP,2025-04-25T16:00:00Z,81,Fall,Fall,0.989,NA,CVP,2025-05-07
C250473CVP,2025-04-25T16:00:00Z,88,Spring,Fall,0.855,NA,CVP,2025-05-07
C250472CVP,2025-04-25T16:00:00Z,83,Fall,Fall,0.623,NA,CVP,2025-05-07
C250475CVP,2025-04-25T22:00:00Z,95,Spring,Fall,0.752,NA,CVP,2025-05-07
C250476CVP,2025-04-25T22:00:00Z,88,Spring,Fall,0.42,NA,CVP,2025-05-07
C250478CVP,2025-04-25T23:59:00Z,89,Spring,Fall,0.999,NA,CVP,2025-05-07
C250479CVPa,2025-04-25T23:59:00Z,92,Spring,Fall,0.984,NA,CVP,2025-05-07
C250477CVP,2025-04-25T23:59:00Z,82,Fall,Fall,0.968,NA,CVP,2025-05-07
C250480CVP,2025-04-25T23:59:00Z,87,Spring,Fall,0.965,NA,CVP,2025-05-07
C250481CVP,2025-04-26T04:00:00Z,86,Fall,Fall,0.959,NA,CVP,2025-05-07
C250482CVP,2025-04-26T04:00:00Z,95,Spring,Fall,0.762,NA,CVP,2025-05-07
C250484CVP,2025-04-26T04:00:00Z,95,Spring,Fall,0.719,NA,CVP,2025-05-07
C250483CVP,2025-04-26T04:00:00Z,100,Spring,Spring,0.494,Feather River,CVP,2025-05-07
C250485CVP,2025-04-26T12:00:00Z,102,Spring,Fall,0.778,NA,CVP,2025-05-07
C250488CVP,2025-04-26T16:00:00Z,75,Fall,Fall,0.968,NA,CVP,2025-05-07
C250487CVP,2025-04-26T16:00:00Z,94,Spring,Spring,0.775,Feather River,CVP,2025-05-07
C250490CVP,2025-04-26T16:00:00Z,85,Fall,Fall,0.729,NA,CVP,2025-05-07
C250486CVP,2025-04-26T16:00:00Z,84,Fall,Fall,0.642,NA,CVP,2025-05-07
C250491CVP,2025-04-26T16:00:00Z,84,Fall,Fall,0.571,NA,CVP,2025-05-07
C250492CVP,2025-04-27T02:00:00Z,82,Fall,Spring,0.865,Feather River,CVP,2025-05-07
C250494CVP,2025-04-27T04:00:00Z,86,Fall,Fall,1,NA,CVP,2025-05-07
C250493CVP,2025-04-27T04:00:00Z,90,Spring,Fall,0.957,NA,CVP,2025-05-07
C250500CVP,2025-04-27T06:00:00Z,94,Spring,Fall,1,NA,CVP,2025-05-07
C250497CVP,2025-04-27T06:00:00Z,86,Fall,Fall,0.986,NA,CVP,2025-05-07
C250501CVP,2025-04-27T06:00:00Z,93,Spring,Fall,0.885,NA,CVP,2025-05-07
C250498CVP,2025-04-27T06:00:00Z,90,Spring,Fall,0.764,NA,CVP,2025-05-07
C250496CVP,2025-04-27T06:00:00Z,93,Spring,Fall,0.708,NA,CVP,2025-05-07
C250499CVP,2025-04-27T06:00:00Z,94,Spring,Fall,0.699,NA,CVP,2025-05-07
C250495CVP,2025-04-27T06:00:00Z,84,Fall,Fall,0.964,NA,CVP,2025-05-20
C250502CVP,2025-04-27T18:00:00Z,81,Fall,Fall,0.997,NA,CVP,2025-05-07
C250503CVP,2025-04-27T18:00:00Z,84,Fall,Fall,0.782,NA,CVP,2025-05-07
C250506CVP,2025-04-27T20:00:00Z,80,Fall,Fall,0.823,NA,CVP,2025-05-07
C250505CVP,2025-04-27T20:00:00Z,85,Fall,Fall,0.803,NA,CVP,2025-05-07
C250504CVP,2025-04-27T20:00:00Z,83,Fall,Fall,0.519,NA,CVP,2025-05-07
C250507CVP,2025-04-27T22:00:00Z,78,Fall,Fall,0.979,NA,CVP,2025-05-07
C250508CVP,2025-04-27T22:00:00Z,89,Spring,Fall,0.913,NA,CVP,2025-05-07
C250509CVP,2025-04-27T22:00:00Z,83,Fall,Fall,0.801,NA,CVP,2025-05-07
C250511CVP,2025-04-28T02:00:00Z,79,Fall,Fall,0.999,NA,CVP,2025-05-07
C250510CVP,2025-04-28T02:00:00Z,77,Fall,Fall,0.887,NA,CVP,2025-05-07
C250512CVP,2025-04-28T02:00:00Z,89,Spring,Fall,0.454,NA,CVP,2025-05-07
C250516CVP,2025-04-28T04:00:00Z,88,Spring,Fall,0.95,NA,CVP,2025-05-07
C250513CVP,2025-04-28T04:00:00Z,85,Fall,Fall,0.914,NA,CVP,2025-05-07
C250522CVP,2025-04-28T04:00:00Z,83,Fall,Fall,0.907,NA,CVP,2025-05-07
C250515CVP,2025-04-28T04:00:00Z,87,Fall,Fall,0.867,NA,CVP,2025-05-07
C250514CVP,2025-04-28T04:00:00Z,93,Spring,Fall,0.844,NA,CVP,2025-05-07
C250517CVP,2025-04-28T04:00:00Z,79,Fall,Fall,0.71,NA,CVP,2025-05-07
C250521CVP,2025-04-28T04:00:00Z,86,Fall,Fall,0.618,NA,CVP,2025-05-07
C250520CVP,2025-04-28T04:00:00Z,88,Spring,Fall,0.601,NA,CVP,2025-05-07
C250519CVP,2025-04-28T04:00:00Z,84,Fall,Fall,0.556,NA,CVP,2025-05-07
C250518CVP,2025-04-28T04:00:00Z,84,Fall,Fall,0.544,NA,CVP,2025-05-07
C250526CVP,2025-04-28T06:00:00Z,88,Spring,Fall,0.99,NA,CVP,2025-05-07
C250524CVP,2025-04-28T06:00:00Z,78,Fall,Fall,0.984,NA,CVP,2025-05-07
C250527CVP,2025-04-28T06:00:00Z,95,Spring,Fall,0.944,NA,CVP,2025-05-07
C250528CVP,2025-04-28T06:00:00Z,86,Fall,Fall,0.942,NA,CVP,2025-05-07
C250531CVP,2025-04-28T06:00:00Z,90,Spring,Fall,0.851,NA,CVP,2025-05-07
C250530CVP,2025-04-28T06:00:00Z,89,Spring,Fall,0.81,NA,CVP,2025-05-07
C250534CVP,2025-04-28T06:00:00Z,89,Spring,Fall,0.711,NA,CVP,2025-05-07
C250525CVP,2025-04-28T06:00:00Z,94,Spring,Fall,0.691,NA,CVP,2025-05-07
C250533CVP,2025-04-28T06:00:00Z,83,Fall,Fall,0.645,NA,CVP,2025-05-07
C250532CVP,2025-04-28T06:00:00Z,86,Fall,Fall,0.481,NA,CVP,2025-05-07
C250535CVP,2025-04-28T06:00:00Z,81,Fall,Fall,0.459,NA,CVP,2025-05-07
C250536CVP,2025-04-28T06:00:00Z,88,Spring,Fall,0.418,NA,CVP,2025-05-07
C250523CVP,2025-04-28T06:00:00Z,91,Spring,Fall,0.854,NA,CVP,2025-05-20
C250537CVP,2025-04-28T18:00:00Z,81,Fall,Fall,0.538,NA,CVP,2025-05-15
C250538CVP,2025-04-28T22:00:00Z,85,Fall,Fall,0.737,NA,CVP,2025-05-15
C250539CVP,2025-04-28T22:00:00Z,89,Spring,Fall,0.644,NA,CVP,2025-05-15
C250544CVP,2025-04-29T04:00:00Z,88,Spring,Fall,0.972,NA,CVP,2025-05-15
C250542CVP,2025-04-29T04:00:00Z,87,Fall,Fall,0.865,NA,CVP,2025-05-15
C250541CVP,2025-04-29T04:00:00Z,83,Fall,Fall,0.829,NA,CVP,2025-05-15
C250543CVP,2025-04-29T04:00:00Z,88,Spring,Fall,0.481,NA,CVP,2025-05-15
C250540CVP,2025-04-29T04:00:00Z,80,Fall,Fall,0.454,NA,CVP,2025-05-15
C250546CVP,2025-04-29T06:00:00Z,92,Spring,Fall,0.998,NA,CVP,2025-05-15
C250545CVP,2025-04-29T06:00:00Z,85,Fall,Fall,0.909,NA,CVP,2025-05-15
C250548CVP,2025-04-29T08:00:00Z,79,Fall,Fall,0.967,NA,CVP,2025-05-15
C250547CVP,2025-04-29T08:00:00Z,88,Spring,Fall,0.932,NA,CVP,2025-05-15
C250549CVP,2025-04-29T18:00:00Z,83,Fall,Fall,0.855,NA,CVP,2025-05-15
C250550CVP,2025-04-29T18:00:00Z,84,Fall,Fall,0.583,NA,CVP,2025-05-15
C250552CVP,2025-04-29T22:00:00Z,87,Fall,Fall,0.909,NA,CVP,2025-05-15
C250551CVP,2025-04-29T22:00:00Z,86,Fall,Fall,0.569,NA,CVP,2025-05-15
C250553CVP,2025-04-29T22:00:00Z,79,Fall,Fall,0.682,NA,CVP,2025-05-20
C250555CVP,2025-04-30T04:00:00Z,82,Fall,Fall,0.951,NA,CVP,2025-05-15
C250557CVP,2025-04-30T04:00:00Z,94,Spring,Fall,0.945,NA,CVP,2025-05-15
C250558CVP,2025-04-30T04:00:00Z,96,Spring,Fall,0.631,NA,CVP,2025-05-15
C250556CVP,2025-04-30T04:00:00Z,94,Spring,Fall,0.61,NA,CVP,2025-05-15
C250554CVP,2025-04-30T04:00:00Z,81,Fall,Fall,0.478,NA,CVP,2025-05-15
C250562CVP,2025-04-30T06:00:00Z,85,Fall,Fall,0.998,NA,CVP,2025-05-15
C250559CVP,2025-04-30T06:00:00Z,83,Fall,Fall,0.806,NA,CVP,2025-05-15
C250561CVP,2025-04-30T06:00:00Z,84,Fall,Fall,0.619,NA,CVP,2025-05-15
C250560CVP,2025-04-30T06:00:00Z,81,Fall,Fall,0.568,NA,CVP,2025-05-15
C250565CVP,2025-04-30T22:00:00Z,81,Fall,Fall,0.902,NA,CVP,2025-05-15
C250566CVP,2025-04-30T22:00:00Z,86,Fall,Fall,0.894,NA,CVP,2025-05-15
C250564CVP,2025-04-30T22:00:00Z,83,Fall,Fall,0.75,NA,CVP,2025-05-15
C250563CVP,2025-04-30T22:00:00Z,86,Fall,Fall,0.704,NA,CVP,2025-05-15
C250567CVP,2025-04-30T23:59:00Z,91,Spring,Fall,0.804,NA,CVP,2025-05-15
C250568CVP,2025-05-01T04:00:00Z,86,Fall,Fall,0.502,NA,CVP,2025-05-15
C250570CVP,2025-05-01T06:00:00Z,89,Spring,Fall,0.857,NA,CVP,2025-05-15
C250569CVP,2025-05-01T06:00:00Z,83,Fall,Fall,0.847,NA,CVP,2025-05-15
C250571CVP,2025-05-01T08:00:00Z,90,Spring,Fall,0.39,NA,CVP,2025-05-15
C250574CVP,2025-05-01T22:00:00Z,90,Spring,Fall,0.541,NA,CVP,2025-05-15
C250573CVP,2025-05-01T22:00:00Z,81,Fall,Fall,0.47,NA,CVP,2025-05-15
C250572CVP,2025-05-01T22:20:00Z,74,Fall,Fall,0.945,NA,CVP,2025-05-15
C250575CVP,2025-05-02T02:00:00Z,83,Fall,Fall,0.817,NA,CVP,2025-05-15
C250576CVP,2025-05-02T06:00:00Z,89,Fall,Fall,0.978,NA,CVP,2025-05-15
C250579CVP,2025-05-02T16:00:00Z,78,Fall,Fall,0.999,NA,CVP,2025-05-15
C250578CVP,2025-05-02T16:00:00Z,79,Fall,Fall,0.686,NA,CVP,2025-05-20
C250577CVP,2025-05-02T16:00:00Z,86,Fall,Fall,0.638,NA,CVP,2025-05-20
C250580CVP,2025-05-02T18:00:00Z,87,Fall,Fall,0.485,NA,CVP,2025-05-20
C250581CVP,2025-05-02T20:00:00Z,89,Fall,Fall,0.846,NA,CVP,2025-05-20
C250587CVP,2025-05-02T22:00:00Z,87,Fall,Fall,0.997,NA,CVP,2025-05-15
C250593CVP,2025-05-02T22:00:00Z,91,Spring,Fall,0.736,NA,CVP,2025-05-15
C250597CVP,2025-05-02T22:00:00Z,73,Fall,Fall,0.613,NA,CVP,2025-05-15
C250586CVP,2025-05-02T22:00:00Z,89,Fall,Fall,0.595,NA,CVP,2025-05-15
C250588CVP,2025-05-02T22:00:00Z,88,Fall,Fall,0.586,NA,CVP,2025-05-15
C250594CVP,2025-05-02T22:00:00Z,84,Fall,Fall,0.534,NA,CVP,2025-05-15
C250585CVP,2025-05-02T22:00:00Z,116,Spring,Fall,0.479,NA,CVP,2025-05-15
C250582CVP,2025-05-02T22:00:00Z,90,Spring,Fall,0.479,NA,CVP,2025-05-15
C250589CVP,2025-05-02T22:00:00Z,83,Fall,Fall,0.394,NA,CVP,2025-05-15
C250596CVP,2025-05-02T22:00:00Z,85,Fall,Fall,0.955,NA,CVP,2025-05-20
C250591CVP,2025-05-02T22:00:00Z,80,Fall,Fall,0.844,NA,CVP,2025-05-20
C250590CVP,2025-05-02T22:00:00Z,86,Fall,Fall,0.679,NA,CVP,2025-05-20
C250584CVP,2025-05-02T22:00:00Z,87,Fall,Fall,0.473,NA,CVP,2025-05-20
C250583CVP,2025-05-02T22:00:00Z,83,Fall,Fall,0.467,NA,CVP,2025-05-20
C250598CVP,2025-05-02T23:59:00Z,93,Spring,Fall,0.995,NA,CVP,2025-05-15
C250599CVP,2025-05-02T23:59:00Z,83,Fall,Fall,0.516,NA,CVP,2025-05-15
C250600CVP,2025-05-03T06:00:00Z,93,Spring,Fall,0.654,NA,CVP,2025-05-15
C250602CVP,2025-05-03T16:00:00Z,92,Spring,Fall,1,NA,CVP,2025-05-15
C250601CVP,2025-05-03T16:00:00Z,89,Fall,Fall,0.652,NA,CVP,2025-05-15
C250603CVP,2025-05-03T16:00:00Z,88,Fall,Fall,0.997,NA,CVP,2025-05-20
C250604CVP,2025-05-03T16:00:00Z,77,Fall,Fall,0.984,NA,CVP,2025-05-20
C250605CVP,2025-05-03T18:00:00Z,87,Fall,Fall,0.476,NA,CVP,2025-05-15
C250614CVP,2025-05-03T22:00:00Z,87,Fall,Fall,0.997,NA,CVP,2025-05-15
C250615CVP,2025-05-03T22:00:00Z,85,Fall,Fall,0.994,NA,CVP,2025-05-15
C250612CVP,2025-05-03T22:00:00Z,92,Spring,Fall,0.993,NA,CVP,2025-05-15
C250610CVP,2025-05-03T22:00:00Z,89,Fall,Fall,0.938,NA,CVP,2025-05-15
C250609CVP,2025-05-03T22:00:00Z,92,Spring,Fall,0.937,NA,CVP,2025-05-15
C250606CVP,2025-05-03T22:00:00Z,83,Fall,Fall,0.851,NA,CVP,2025-05-15
C250611CVP,2025-05-03T22:00:00Z,91,Spring,Fall,0.845,NA,CVP,2025-05-15
C250607CVP,2025-05-03T22:00:00Z,85,Fall,Fall,0.76,NA,CVP,2025-05-15
C250613CVP,2025-05-03T22:00:00Z,88,Fall,Fall,0.716,NA,CVP,2025-05-15
C250608CVP,2025-05-03T22:00:00Z,95,Spring,Fall,0.613,NA,CVP,2025-05-15
C250622CVP,2025-05-03T23:59:00Z,86,Fall,Fall,0.988,NA,CVP,2025-05-15
C250621CVP,2025-05-03T23:59:00Z,90,Fall,Fall,0.981,NA,CVP,2025-05-15
C250626CVP,2025-05-03T23:59:00Z,99,Spring,Fall,0.968,NA,CVP,2025-05-15
C250627CVP,2025-05-03T23:59:00Z,97,Spring,Fall,0.921,NA,CVP,2025-05-15
C250624CVP,2025-05-03T23:59:00Z,88,Fall,Fall,0.892,NA,CVP,2025-05-15
C250617CVP,2025-05-03T23:59:00Z,83,Fall,Fall,0.868,NA,CVP,2025-05-15
C250619CVP,2025-05-03T23:59:00Z,90,Fall,Fall,0.838,NA,CVP,2025-05-15
C250628CVP,2025-05-03T23:59:00Z,91,Spring,Fall,0.815,NA,CVP,2025-05-15
C250616CVP,2025-05-03T23:59:00Z,88,Fall,Fall,0.807,NA,CVP,2025-05-15
C250623CVP,2025-05-03T23:59:00Z,91,Spring,Fall,0.634,NA,CVP,2025-05-15
C250620CVP,2025-05-03T23:59:00Z,88,Fall,Fall,0.499,NA,CVP,2025-05-15
C250625CVP,2025-05-03T23:59:00Z,85,Fall,Fall,0.462,NA,CVP,2025-05-15
C250618CVP,2025-05-03T23:59:00Z,83,Fall,Fall,0.378,NA,CVP,2025-05-15
